key;variant;instruction;en;nl;af;sq;am;ar;hy;as;az;eu;bn;my;bs;bg;ca;zh;da;de;et;fo;fi;fr;gl;ka;el;gu;he;hi;hu;ga;is;id;it;ja;kn;kk;km;ko;hr;lo;lv;lt;mk;ms;ml;mr;mn;ne;no;uk;or;ug;uz;fa;pl;pt;pa;ro;ru;sr;si;sk;sl;es;sw;ta;te;th;bo;cs;tr;ur;vi;cy;be;zu;sv
premium.youHavePremium;;Settings text. Keep it compact. English is 17 characters. Try to stay close to that.;You have Premium!;Je hebt Premium!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
settings.character;;Settings text. Keep it compact. English is 9 characters. Try to stay close to that.;Character;Personage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
settings.characterInfo;;Settings text. Keep it compact. English is 58 characters. Try to stay close to that.;Every animal brings its own color theme to the whole game.;Elk dier geeft het hele spel zijn eigen kleurenthema.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
settings.customMinutes %lld;;"Settings text. Keep it compact. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 16 characters. Try to stay close to that.";Custom: %lld min;Aangepast: %lld min;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
settings.dailyGoal;;Settings text. Keep it compact. English is 10 characters. Try to stay close to that.;Daily goal;Dagelijks doel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
settings.goalInfo;;Settings text. Keep it compact. English is 73 characters. Try to stay close to that.;The streak goal starts at 5 minutes per day. Only active playtime counts.;Het streakdoel begint bij 5 minuten per dag. Alleen actieve speeltijd telt mee.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
settings.lives;;Settings text. Keep it compact. English is 5 characters. Try to stay close to that.;Lives;Levens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
settings.livesInfo;;Settings text. Keep it compact. English is 152 characters. Try to stay close to that.;"With three lives the game ends after your last heart. In unlimited mode trophies only count while you still have lives; after that you can keep playing.";"Met drie levens eindigt het spel na je laatste hartje. In oneindige modus tellen trofeeën alleen mee zolang je nog levens hebt; daarna kun je wel doorspelen.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
settings.playGoals;;Settings text. Keep it compact. English is 10 characters. Try to stay close to that.;Play goals;Speeldoelen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
settings.premiumUnlocked;;Settings text. Keep it compact. English is 28 characters. Try to stay close to that.;Premium unlocked. Thank you!;Premium ontgrendeld. Bedankt!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
settings.title;;Heading. Short and punchy. English is 8 characters. Try to stay close to that.;Settings;Instellingen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
streak.accessibility.chooseDailyGoal;;VoiceOver label (not shown on screen). Favour clarity over brevity. English is 19 characters. Try to stay close to that.;Choose a daily goal;Kies een dagelijks doel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
streak.accessibility.choosePeriod;;VoiceOver label (not shown on screen). Favour clarity over brevity. English is 29 characters. Try to stay close to that.;Choose a daily or weekly goal;Kies een dagelijks of wekelijks doel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
streak.accessibility.compact %@ %lld %lld %lld;;"VoiceOver label (not shown on screen). Favour clarity over brevity. Keep the placeholders exactly (%1$@, %2$lld, %3$lld, %4$lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 52 characters. Try to stay close to that.";%1$@, %2$lld of %3$lld minutes, %4$lld days in a row;%1$@, %2$lld van %3$lld minuten, %4$lld dagen op rij;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
streak.accessibility.daily %lld %lld;;"VoiceOver label (not shown on screen). Favour clarity over brevity. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 34 characters. Try to stay close to that.";Daily streak, %lld of %lld minutes;Dagelijkse streak, %lld van %lld minuten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
streak.daily;;Streak or progress label. Keep it short. English is 12 characters. Try to stay close to that.;Daily streak;Dagelijkse streak;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
streak.dayOne;;Streak or progress label. Keep it short. English is 5 characters. Try to stay close to that.;Day 1;Dag 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
streak.daysInARow %lld;one;"Streak or progress label. Keep it short. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 17 characters. Try to stay close to that.";%lld day in a row;%lld dag op rij;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
streak.daysInARow %lld;other;"Streak or progress label. Keep it short. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 18 characters. Try to stay close to that.";%lld days in a row;%lld dagen op rij;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tutorial.answerHint;;In-app text. English is 50 characters. Try to stay close to that.;Don’t know the answer? Tap the question to see it.;Weet je het antwoord niet? Tik dan op de som om het antwoord te bekijken.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tutorial.complete;;In-app text. English is 63 characters. Try to stay close to that.;Well done! The tutorial is complete. Now go for the high score!;Goed gedaan! De tutorial is afgerond. Ga nu voor de highscore!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tutorial.correctAnswer;;In-app text. English is 47 characters. Try to stay close to that.;Jump on the correct answer to collect a trophy.;Spring op het goede antwoord om een trofee te verzamelen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tutorial.correctAnswerGreen;;In-app text. English is 69 characters. Try to stay close to that.;The correct answer is shown in green. Now jump on the correct answer.;Het goede antwoord wordt groen aangegeven. Spring nu op het goede antwoord.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tutorial.doubler.answer;;In-app text. English is 58 characters. Try to stay close to that.;Now jump on the correct answer to collect triple trophies.;Spring nu op het goede antwoord om drie keer zoveel trofeeën te verzamelen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tutorial.doubler.collect;;In-app text. English is 49 characters. Try to stay close to that.;Collect the ×3 coin to earn triple trophies once.;Pak de ×3-munt om eenmalig drie keer zoveel trofeeën te krijgen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tutorial.lifePickup;;In-app text. English is 58 characters. Try to stay close to that.;You can find half a life or a full life to get lives back.;Je kunt een half of een heel leven vinden om levens terug te krijgen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tutorial.minusOne;;In-app text. English is 38 characters. Try to stay close to that.;Avoid the −1. It costs you one trophy.;Vermijd de −1. Deze kost je één trofee.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tutorial.move;;In-app text. English is 89 characters. Try to stay close to that.;Move your device to go left and right. You can also move through the sides of the screen.;Beweeg je apparaat om naar links en rechts te bewegen. Je kunt ook door de zijkanten van het scherm gaan.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tutorial.platforms;;In-app text. English is 33 characters. Try to stay close to that.;Jump on the platforms to move up.;Spring op de stenen om omhoog te komen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tutorial.scoreHint;;In-app text. English is 40 characters. Try to stay close to that.;Your score for this level is shown here.;Je score voor dit level staat hier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tutorial.star;;In-app text. English is 47 characters. Try to stay close to that.;Jump into the star to shoot away wrong answers.;Spring tegen de ster om foute antwoorden weg te schieten.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tutorial.wrongAnswer;;In-app text. English is 75 characters. Try to stay close to that.;If you choose a wrong answer, you lose one of your three lives. Try it now.;Bij een fout antwoord verlies je één van je drie levens. Probeer het maar.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
